Session_ID,Account_ID,Customer_ID,Date,Device_Type,Feature_Used,Time_Spent,Transactions_Completed
SES0119749,ACC205404242,205404242,3/27/2022,Android,Balance Inquiry,0:04:04,0
SES0133619,ACC205400528,205400528,3/27/2022,Android,Balance Inquiry,0:04:52,0
SES0109399,ACC205404193,205404193,3/27/2022,Android,Bill Payment,0:12:20,1
SES0123930,ACC205404822,205404822,3/27/2022,Android,Bill Payment,0:03:27,1
SES0127474,ACC205404205,205404205,3/27/2022,Web,Bill Payment,0:06:21,1
SES0144060,ACC205400233,205400233,3/27/2022,Android,Balance Inquiry,0:14:08,0
SES0107241,ACC205404641,205404641,3/27/2022,Android,Balance Inquiry,0:06:12,0
SES0149982,ACC205403946,205403946,3/27/2022,Web,Balance Inquiry,0:09:30,0
SES0118129,ACC205404742,205404742,3/27/2022,Web,Balance Inquiry,0:09:21,0
SES0103028,ACC205403734,205403734,3/27/2022,Web,Bill Payment,0:02:29,1
SES0119575,ACC205401125,205401125,3/27/2022,Android,Balance Inquiry,0:13:39,0
SES0110131,ACC205404874,205404874,3/27/2022,Android,Bill Payment,0:07:10,2
SES0132891,ACC205404690,205404690,3/27/2022,Web,Balance Inquiry,0:11:46,0
SES0143444,ACC205402717,205402717,3/27/2022,Android,Balance Inquiry,0:03:35,0
SES0129918,ACC205404717,205404717,3/27/2022,Android,Bill Payment,0:00:52,1
SES0102847,ACC205402235,205402235,3/27/2022,Android,Balance Inquiry,0:01:00,0
SES0149437,ACC205403701,205403701,3/27/2022,Android,Fund Transfer,0:05:55,4
SES0126784,ACC205401011,205401011,3/27/2022,Android,Bill Payment,0:03:28,1
SES0133843,ACC205404999,205404999,3/27/2022,Web,Balance Inquiry,0:01:07,0
SES0145147,ACC205404745,205404745,3/27/2022,Web,Balance Inquiry,0:10:37,0
SES0117275,ACC205402853,205402853,3/27/2022,Android,Bill Payment,0:10:34,2
SES0105066,ACC205400407,205400407,3/27/2022,iOS,Balance Inquiry,0:12:44,0
SES0147072,ACC205402429,205402429,3/27/2022,Web,Balance Inquiry,0:12:19,0
SES0145279,ACC205403970,205403970,3/27/2022,Web,Balance Inquiry,0:10:55,0
SES0145732,ACC205403409,205403409,3/27/2022,Android,Balance Inquiry,0:01:14,0
SES0134530,ACC205403381,205403381,3/27/2022,Web,Balance Inquiry,0:08:52,0
SES0138829,ACC205400477,205400477,3/27/2022,Android,Bill Payment,0:14:21,1
SES0126433,ACC205404804,205404804,3/27/2022,Web,Bill Payment,0:07:30,1
SES0138711,ACC205402962,205402962,3/27/2022,Web,Bill Payment,0:12:36,1
SES0103524,ACC205402998,205402998,3/27/2022,Web,Balance Inquiry,0:01:49,0
SES0121928,ACC205404895,205404895,3/27/2022,Android,Balance Inquiry,0:12:52,0
SES0127651,ACC205403541,205403541,3/27/2022,Web,Fund Transfer,0:06:10,2
SES0100850,ACC205404091,205404091,3/27/2022,Android,Balance Inquiry,0:13:24,0
SES0105608,ACC205400992,205400992,3/27/2022,iOS,Fund Transfer,0:04:12,2
SES0129489,ACC205403138,205403138,3/27/2022,Android,Balance Inquiry,0:02:42,0
SES0128971,ACC205403115,205403115,3/27/2022,Android,Balance Inquiry,0:03:06,0
SES0139487,ACC205402883,205402883,3/27/2022,Android,Balance Inquiry,0:10:32,0
SES0114445,ACC205401573,205401573,3/28/2022,Android,Balance Inquiry,0:14:32,0
SES0144783,ACC205403890,205403890,3/28/2022,iOS,Balance Inquiry,0:08:31,0
SES0125394,ACC205404067,205404067,3/28/2022,iOS,Balance Inquiry,0:02:02,0
SES0137843,ACC205404578,205404578,3/28/2022,iOS,Balance Inquiry,0:02:42,0
SES0103505,ACC205402282,205402282,3/28/2022,Android,Balance Inquiry,0:10:56,0
SES0111135,ACC205404504,205404504,3/28/2022,Android,Balance Inquiry,0:05:01,0
SES0144231,ACC205404285,205404285,3/28/2022,Web,Balance Inquiry,0:01:07,0
SES0143882,ACC205404819,205404819,3/28/2022,Android,Balance Inquiry,0:14:51,0
SES0135841,ACC205400457,205400457,3/28/2022,Web,Balance Inquiry,0:01:34,0
SES0125660,ACC205403623,205403623,3/28/2022,Web,Fund Transfer,0:05:56,1
SES0125659,ACC205403774,205403774,3/28/2022,Android,Bill Payment,0:03:34,1
SES0120172,ACC205403550,205403550,3/28/2022,Web,Fund Transfer,0:03:02,1
SES0140688,ACC205404631,205404631,3/28/2022,Android,Balance Inquiry,0:13:08,0
SES0123660,ACC205401934,205401934,3/28/2022,Android,Bill Payment,0:14:02,2
SES0121959,ACC205404515,205404515,3/28/2022,Android,Fund Transfer,0:11:02,2
SES0139518,ACC205404656,205404656,3/28/2022,Web,Balance Inquiry,0:02:25,0
SES0132983,ACC205403620,205403620,3/28/2022,Web,Bill Payment,0:02:59,3
SES0107831,ACC205402921,205402921,3/28/2022,Android,Fund Transfer,0:08:47,1
SES0145874,ACC205403788,205403788,3/28/2022,Android,Balance Inquiry,0:12:18,0
SES0115518,ACC205404751,205404751,3/28/2022,Web,Balance Inquiry,0:08:46,0
SES0149497,ACC205403119,205403119,3/28/2022,Web,Bill Payment,0:03:43,1
SES0143644,ACC205401486,205401486,3/28/2022,Android,Fund Transfer,0:13:29,1
SES0146716,ACC205400930,205400930,3/28/2022,Web,Bill Payment,0:13:25,1
SES0149264,ACC205404241,205404241,3/28/2022,Android,Bill Payment,0:14:46,1
SES0130278,ACC205401251,205401251,3/28/2022,Android,Balance Inquiry,0:13:53,0
SES0140578,ACC205404776,205404776,3/28/2022,Android,Balance Inquiry,0:09:12,0
SES0148382,ACC205403989,205403989,3/28/2022,Android,Bill Payment,0:01:35,2
SES0118197,ACC205401778,205401778,3/28/2022,Android,Balance Inquiry,0:00:58,0
SES0104904,ACC205403022,205403022,3/28/2022,Web,Balance Inquiry,0:09:10,0
SES0124857,ACC205401503,205401503,3/28/2022,Android,Balance Inquiry,0:11:03,0
SES0128579,ACC205401499,205401499,3/28/2022,Android,Fund Transfer,0:14:01,2
SES0139750,ACC205403635,205403635,3/28/2022,Android,Balance Inquiry,0:10:06,0
SES0145877,ACC205403987,205403987,3/28/2022,Android,Balance Inquiry,0:09:44,0
SES0122428,ACC205402377,205402377,3/28/2022,Android,Fund Transfer,0:08:21,4
SES0128517,ACC205401846,205401846,3/28/2022,Web,Bill Payment,0:12:44,1
SES0115241,ACC205401897,205401897,3/28/2022,Android,Balance Inquiry,0:14:06,0
SES0103308,ACC205401987,205401987,3/28/2022,iOS,Fund Transfer,0:06:18,1
SES0107223,ACC205400991,205400991,3/28/2022,Android,Fund Transfer,0:00:52,2
SES0106953,ACC205400035,205400035,3/28/2022,Web,Balance Inquiry,0:00:42,0
SES0145738,ACC205401529,205401529,3/28/2022,iOS,Bill Payment,0:12:11,1
SES0100494,ACC205404724,205404724,3/28/2022,Android,Balance Inquiry,0:09:38,0
SES0128321,ACC205402250,205402250,3/28/2022,Android,Balance Inquiry,0:13:56,0
SES0123436,ACC205402161,205402161,3/28/2022,Android,Bill Payment,0:01:02,1
SES0117840,ACC205400973,205400973,3/28/2022,Web,Balance Inquiry,0:05:06,0
SES0134115,ACC205404690,205404690,3/28/2022,Android,Bill Payment,0:13:43,1
SES0111139,ACC205401092,205401092,3/28/2022,Android,Balance Inquiry,0:07:46,0
SES0115668,ACC205401778,205401778,3/28/2022,Android,Balance Inquiry,0:00:44,0
SES0118978,ACC205401317,205401317,3/28/2022,Android,Balance Inquiry,0:13:42,0
SES0146342,ACC205400197,205400197,3/29/2022,iOS,Balance Inquiry,0:10:33,0
SES0103237,ACC205403193,205403193,3/29/2022,Web,Balance Inquiry,0:06:52,0
SES0111514,ACC205404931,205404931,3/29/2022,Android,Balance Inquiry,0:11:26,0
SES0128740,ACC205404297,205404297,3/29/2022,Android,Fund Transfer,0:12:20,4
SES0110205,ACC205403807,205403807,3/29/2022,Web,Balance Inquiry,0:12:38,0
SES0134311,ACC205404746,205404746,3/29/2022,iOS,Bill Payment,0:03:57,1
SES0132890,ACC205401065,205401065,3/29/2022,Android,Balance Inquiry,0:10:57,0
SES0103017,ACC205402024,205402024,3/29/2022,Android,Bill Payment,0:01:06,1
SES0112850,ACC205403404,205403404,3/29/2022,Android,Balance Inquiry,0:05:50,0
SES0131104,ACC205401225,205401225,3/29/2022,Android,Balance Inquiry,0:08:04,0
SES0123913,ACC205400064,205400064,3/29/2022,Android,Fund Transfer,0:13:41,1
SES0140833,ACC205404515,205404515,3/29/2022,Android,Balance Inquiry,0:01:44,0
SES0128997,ACC205403998,205403998,3/29/2022,Web,Balance Inquiry,0:05:05,0
SES0135419,ACC205400924,205400924,3/29/2022,Android,Bill Payment,0:13:47,1
SES0144084,ACC205400239,205400239,3/29/2022,Android,Balance Inquiry,0:05:35,0
SES0140941,ACC205402041,205402041,3/29/2022,Web,Bill Payment,0:09:20,1
SES0145577,ACC205402732,205402732,3/29/2022,iOS,Balance Inquiry,0:09:06,0
SES0109972,ACC205403006,205403006,3/29/2022,iOS,Balance Inquiry,0:11:11,0
SES0136207,ACC205404560,205404560,3/29/2022,Web,Balance Inquiry,0:10:58,0
SES0131202,ACC205401950,205401950,3/29/2022,Web,Bill Payment,0:01:02,1
SES0132852,ACC205403400,205403400,3/29/2022,Android,Fund Transfer,0:06:42,1
SES0121824,ACC205401865,205401865,3/29/2022,Android,Fund Transfer,0:02:39,2
SES0138289,ACC205400425,205400425,3/29/2022,Android,Balance Inquiry,0:00:47,0
SES0101185,ACC205403926,205403926,3/29/2022,Android,Balance Inquiry,0:03:59,0
SES0103980,ACC205402224,205402224,3/29/2022,Android,Bill Payment,0:10:13,2
SES0149020,ACC205400998,205400998,3/29/2022,Android,Bill Payment,0:01:27,2
SES0110475,ACC205404902,205404902,3/29/2022,Web,Balance Inquiry,0:12:22,0
SES0134293,ACC205402546,205402546,3/29/2022,Android,Balance Inquiry,0:03:44,0
SES0116761,ACC205402583,205402583,3/29/2022,Android,Balance Inquiry,0:10:21,0
SES0124783,ACC205403914,205403914,3/29/2022,Android,Balance Inquiry,0:11:47,0
SES0138911,ACC205404772,205404772,3/29/2022,Android,Fund Transfer,0:11:05,4
SES0122503,ACC205404481,205404481,3/29/2022,Web,Bill Payment,0:05:51,3
SES0101773,ACC205402590,205402590,3/29/2022,Web,Balance Inquiry,0:04:58,0
SES0148843,ACC205404890,205404890,3/29/2022,Android,Balance Inquiry,0:11:38,0
SES0111526,ACC205404671,205404671,3/29/2022,Android,Balance Inquiry,0:03:09,0
SES0142029,ACC205403732,205403732,3/30/2022,Android,Bill Payment,0:08:50,5
SES0104838,ACC205404661,205404661,3/30/2022,Android,Bill Payment,0:02:46,1
SES0136257,ACC205402372,205402372,3/30/2022,Android,Bill Payment,0:10:45,1
SES0111837,ACC205404749,205404749,3/30/2022,Android,Balance Inquiry,0:03:57,0
SES0101664,ACC205401878,205401878,3/30/2022,Android,Fund Transfer,0:13:25,1
SES0125852,ACC205403249,205403249,3/30/2022,Android,Bill Payment,0:06:10,1
SES0133032,ACC205404642,205404642,3/30/2022,Android,Bill Payment,0:07:12,1
SES0101145,ACC205401493,205401493,3/30/2022,Android,Balance Inquiry,0:09:32,0
SES0138671,ACC205404791,205404791,3/30/2022,iOS,Balance Inquiry,0:02:06,0
SES0146601,ACC205404638,205404638,3/30/2022,iOS,Balance Inquiry,0:12:40,0
SES0132969,ACC205400590,205400590,3/30/2022,Android,Fund Transfer,0:04:12,1
SES0102244,ACC205403547,205403547,3/30/2022,iOS,Balance Inquiry,0:06:40,0
SES0143760,ACC205402067,205402067,3/30/2022,iOS,Fund Transfer,0:12:14,2
SES0134206,ACC205400657,205400657,3/30/2022,Android,Bill Payment,0:13:13,4
SES0133231,ACC205401924,205401924,3/30/2022,Web,Bill Payment,0:06:39,1
SES0108935,ACC205400651,205400651,3/30/2022,Web,Balance Inquiry,0:13:39,0
SES0108103,ACC205400649,205400649,3/30/2022,Web,Fund Transfer,0:03:13,3
SES0129981,ACC205404554,205404554,3/30/2022,Android,Balance Inquiry,0:10:43,0
SES0115084,ACC205402268,205402268,3/30/2022,Android,Balance Inquiry,0:14:34,0
SES0100640,ACC205401913,205401913,3/30/2022,Android,Balance Inquiry,0:01:37,0
SES0138994,ACC205401016,205401016,3/30/2022,Web,Balance Inquiry,0:11:15,0
SES0125483,ACC205403808,205403808,3/30/2022,Android,Balance Inquiry,0:03:10,0
SES0100411,ACC205400785,205400785,3/30/2022,Android,Fund Transfer,0:02:40,4
SES0125560,ACC205404772,205404772,3/30/2022,Web,Bill Payment,0:12:28,1
SES0109181,ACC205400356,205400356,3/30/2022,Android,Balance Inquiry,0:01:14,0
SES0132746,ACC205403291,205403291,3/30/2022,Android,Fund Transfer,0:08:28,1
SES0112004,ACC205404233,205404233,3/30/2022,Android,Balance Inquiry,0:13:35,0
SES0112821,ACC205401108,205401108,3/30/2022,Android,Bill Payment,0:04:32,1
SES0143739,ACC205401180,205401180,3/30/2022,Android,Fund Transfer,0:08:37,1
SES0125794,ACC205404669,205404669,3/30/2022,Web,Bill Payment,0:03:04,1
SES0145470,ACC205401317,205401317,3/30/2022,Web,Bill Payment,0:08:06,2
SES0133469,ACC205404878,205404878,3/30/2022,Android,Balance Inquiry,0:12:41,0
SES0101820,ACC205404621,205404621,3/30/2022,iOS,Bill Payment,0:02:58,1
SES0117635,ACC205404587,205404587,3/30/2022,Web,Balance Inquiry,0:01:35,0
SES0148657,ACC205404847,205404847,3/30/2022,Android,Fund Transfer,0:03:44,1
SES0107946,ACC205403963,205403963,3/30/2022,Android,Balance Inquiry,0:05:16,0
SES0146775,ACC205404867,205404867,3/31/2022,Android,Balance Inquiry,0:09:54,0
SES0113756,ACC205402074,205402074,3/31/2022,Android,Fund Transfer,0:14:06,1
SES0112033,ACC205400654,205400654,3/31/2022,Android,Balance Inquiry,0:00:52,0
SES0135868,ACC205402258,205402258,3/31/2022,iOS,Balance Inquiry,0:08:52,0
SES0121613,ACC205401231,205401231,3/31/2022,Web,Bill Payment,0:01:07,3
SES0128993,ACC205404699,205404699,3/31/2022,Android,Balance Inquiry,0:04:06,0
SES0100457,ACC205404013,205404013,3/31/2022,iOS,Bill Payment,0:02:27,2
SES0123517,ACC205401945,205401945,3/31/2022,Android,Balance Inquiry,0:06:41,0
SES0117519,ACC205403757,205403757,3/31/2022,Android,Fund Transfer,0:01:37,1
SES0134670,ACC205404871,205404871,3/31/2022,Android,Balance Inquiry,0:06:38,0
SES0130869,ACC205404255,205404255,3/31/2022,Android,Balance Inquiry,0:07:38,0
SES0126132,ACC205401811,205401811,3/31/2022,Android,Balance Inquiry,0:03:44,0
SES0149201,ACC205404478,205404478,3/31/2022,Android,Balance Inquiry,0:00:46,0
SES0144168,ACC205404884,205404884,3/31/2022,iOS,Bill Payment,0:04:50,1
SES0149500,ACC205404958,205404958,3/31/2022,Web,Fund Transfer,0:04:48,1
SES0108634,ACC205402746,205402746,3/31/2022,Android,Balance Inquiry,0:01:48,0
SES0102981,ACC205404025,205404025,3/31/2022,Android,Balance Inquiry,0:12:47,0
SES0108084,ACC205400996,205400996,3/31/2022,Web,Balance Inquiry,0:03:25,0
SES0139954,ACC205402541,205402541,3/31/2022,iOS,Bill Payment,0:07:59,4
SES0123226,ACC205401874,205401874,3/31/2022,Android,Balance Inquiry,0:07:26,0
SES0129629,ACC205404910,205404910,3/31/2022,Android,Fund Transfer,0:06:03,3
SES0142845,ACC205401262,205401262,3/31/2022,Android,Balance Inquiry,0:14:29,0
SES0135395,ACC205404867,205404867,3/31/2022,Android,Fund Transfer,0:01:17,1
SES0138555,ACC205404113,205404113,3/31/2022,Android,Fund Transfer,0:12:39,1
SES0128311,ACC205404238,205404238,3/31/2022,Android,Fund Transfer,0:11:06,1
SES0105433,ACC205401786,205401786,3/31/2022,Web,Bill Payment,0:12:03,2
SES0136681,ACC205401535,205401535,3/31/2022,Android,Balance Inquiry,0:14:46,0
SES0103551,ACC205402500,205402500,3/31/2022,Web,Balance Inquiry,0:11:02,0
SES0137595,ACC205402241,205402241,3/31/2022,Web,Bill Payment,0:02:42,2
SES0108360,ACC205402303,205402303,3/31/2022,iOS,Fund Transfer,0:04:55,1
SES0148822,ACC205403091,205403091,3/31/2022,Web,Balance Inquiry,0:06:44,0
SES0102930,ACC205404837,205404837,3/31/2022,Android,Bill Payment,0:10:14,1
SES0142210,ACC205401249,205401249,3/31/2022,Android,Balance Inquiry,0:04:05,0
SES0102926,ACC205401343,205401343,3/31/2022,Android,Bill Payment,0:04:54,1
SES0138699,ACC205402959,205402959,3/31/2022,Web,Balance Inquiry,0:03:26,0
SES0129402,ACC205403826,205403826,3/31/2022,Android,Balance Inquiry,0:07:35,0
SES0127846,ACC205404412,205404412,3/31/2022,Android,Bill Payment,0:14:44,2
SES0118304,ACC205400992,205400992,3/31/2022,iOS,Balance Inquiry,0:14:26,0
SES0142558,ACC205401447,205401447,3/31/2022,Web,Balance Inquiry,0:08:23,0
SES0109840,ACC205400631,205400631,3/31/2022,Android,Balance Inquiry,0:05:57,0
SES0108104,ACC205404599,205404599,3/31/2022,Web,Fund Transfer,0:13:16,2
SES0133653,ACC205402089,205402089,3/31/2022,Android,Bill Payment,0:01:59,1
SES0120414,ACC205403870,205403870,3/31/2022,Android,Fund Transfer,0:08:45,1
SES0105016,ACC205404867,205404867,3/31/2022,Android,Bill Payment,0:13:53,2
SES0112027,ACC205402564,205402564,3/31/2022,Android,Balance Inquiry,0:04:38,0
SES0145800,ACC205403744,205403744,3/31/2022,Android,Bill Payment,0:13:09,1
SES0123467,ACC205404902,205404902,3/31/2022,Web,Balance Inquiry,0:06:03,0
SES0140563,ACC205400968,205400968,3/31/2022,Android,Balance Inquiry,0:07:07,0
SES0110597,ACC205400475,205400475,3/31/2022,Android,Bill Payment,0:00:37,2
SES0105114,ACC205400609,205400609,3/31/2022,Web,Balance Inquiry,0:02:22,0
SES0149408,ACC205403286,205403286,4/1/2022,Android,Balance Inquiry,0:03:09,0
SES0131976,ACC205403146,205403146,4/1/2022,Android,Balance Inquiry,0:07:28,0
SES0105963,ACC205401808,205401808,4/1/2022,Android,Fund Transfer,0:00:36,2
SES0130168,ACC205404887,205404887,4/1/2022,Android,Balance Inquiry,0:10:47,0
SES0127537,ACC205403555,205403555,4/1/2022,Android,Fund Transfer,0:12:20,1
SES0121943,ACC205403701,205403701,4/1/2022,Android,Balance Inquiry,0:13:38,0
SES0137582,ACC205402831,205402831,4/1/2022,Android,Balance Inquiry,0:05:26,0
SES0116738,ACC205402375,205402375,4/1/2022,Web,Balance Inquiry,0:13:05,0
SES0107116,ACC205404586,205404586,4/1/2022,Android,Balance Inquiry,0:07:22,0
SES0104753,ACC205404111,205404111,4/1/2022,Web,Balance Inquiry,0:08:25,0
SES0122169,ACC205403596,205403596,4/1/2022,Android,Balance Inquiry,0:13:42,0
SES0131908,ACC205401528,205401528,4/1/2022,Android,Balance Inquiry,0:12:32,0
SES0102813,ACC205404564,205404564,4/1/2022,iOS,Balance Inquiry,0:11:44,0
SES0105785,ACC205402019,205402019,4/1/2022,Android,Balance Inquiry,0:14:36,0
SES0147304,ACC205403877,205403877,4/1/2022,Android,Balance Inquiry,0:11:15,0
SES0111954,ACC205404016,205404016,4/1/2022,Web,Bill Payment,0:03:50,2
SES0121825,ACC205400219,205400219,4/1/2022,Web,Bill Payment,0:10:23,1
SES0108511,ACC205403659,205403659,4/1/2022,Web,Bill Payment,0:10:09,1
SES0140241,ACC205404662,205404662,4/1/2022,Web,Balance Inquiry,0:09:39,0
SES0146598,ACC205404395,205404395,4/1/2022,Android,Balance Inquiry,0:11:33,0
SES0114354,ACC205404572,205404572,4/1/2022,iOS,Bill Payment,0:07:54,1
SES0108763,ACC205402126,205402126,4/1/2022,Android,Balance Inquiry,0:14:00,0
SES0148707,ACC205401356,205401356,4/1/2022,Android,Balance Inquiry,0:14:43,0
SES0101417,ACC205404576,205404576,4/1/2022,Android,Bill Payment,0:08:40,1
SES0138191,ACC205404503,205404503,4/1/2022,Android,Balance Inquiry,0:08:11,0
SES0148705,ACC205402371,205402371,4/1/2022,Android,Fund Transfer,0:14:54,3
SES0140532,ACC205402365,205402365,4/1/2022,Android,Bill Payment,0:11:41,2
SES0141389,ACC205403219,205403219,4/1/2022,Android,Fund Transfer,0:05:08,1
SES0116661,ACC205402950,205402950,4/1/2022,Web,Balance Inquiry,0:13:26,0
SES0135975,ACC205404929,205404929,4/1/2022,Android,Balance Inquiry,0:14:31,0
SES0127165,ACC205404867,205404867,4/1/2022,Web,Fund Transfer,0:06:53,1
SES0115510,ACC205400654,205400654,4/1/2022,iOS,Balance Inquiry,0:10:50,0
SES0135455,ACC205404475,205404475,4/1/2022,Web,Fund Transfer,0:00:56,3
SES0136403,ACC205403563,205403563,4/1/2022,Web,Bill Payment,0:14:47,2
SES0121528,ACC205402262,205402262,4/1/2022,Android,Balance Inquiry,0:05:27,0
SES0135795,ACC205402436,205402436,4/1/2022,Web,Balance Inquiry,0:08:37,0
SES0126688,ACC205404880,205404880,4/1/2022,Web,Balance Inquiry,0:03:44,0
SES0137656,ACC205404083,205404083,4/1/2022,iOS,Balance Inquiry,0:03:04,0
SES0137649,ACC205401508,205401508,4/1/2022,Android,Bill Payment,0:14:22,1
SES0141737,ACC205404749,205404749,4/1/2022,Android,Balance Inquiry,0:00:38,0
SES0118857,ACC205404858,205404858,4/1/2022,Web,Bill Payment,0:04:41,4
SES0128893,ACC205404429,205404429,4/1/2022,Android,Bill Payment,0:00:50,3
SES0104815,ACC205400215,205400215,4/1/2022,Android,Balance Inquiry,0:14:25,0
SES0109352,ACC205404066,205404066,4/1/2022,Android,Balance Inquiry,0:12:56,0
SES0119427,ACC205401951,205401951,4/1/2022,Android,Balance Inquiry,0:11:50,0
SES0111399,ACC205402884,205402884,4/1/2022,Android,Balance Inquiry,0:10:51,0
SES0125005,ACC205402239,205402239,4/1/2022,Android,Balance Inquiry,0:03:33,0
SES0103213,ACC205404267,205404267,4/1/2022,Android,Balance Inquiry,0:11:42,0
SES0145012,ACC205404590,205404590,4/1/2022,Web,Fund Transfer,0:14:22,2
SES0125240,ACC205401978,205401978,4/1/2022,Android,Balance Inquiry,0:05:40,0
SES0101214,ACC205401611,205401611,4/1/2022,Android,Balance Inquiry,0:07:29,0
SES0134324,ACC205403865,205403865,4/1/2022,Android,Fund Transfer,0:05:48,1
SES0118147,ACC205404867,205404867,4/1/2022,Android,Fund Transfer,0:04:53,1
SES0113728,ACC205400224,205400224,4/2/2022,iOS,Balance Inquiry,0:09:20,0
SES0125280,ACC205403653,205403653,4/2/2022,Android,Bill Payment,0:05:25,1
SES0123274,ACC205403070,205403070,4/2/2022,Android,Bill Payment,0:01:35,1
SES0120092,ACC205402225,205402225,4/2/2022,Android,Bill Payment,0:06:14,1
SES0144753,ACC205400307,205400307,4/2/2022,iOS,Balance Inquiry,0:07:36,0
SES0132430,ACC205404206,205404206,4/2/2022,iOS,Bill Payment,0:10:58,2
SES0118286,ACC205403008,205403008,4/2/2022,Android,Bill Payment,0:01:52,1
SES0101321,ACC205404931,205404931,4/2/2022,Web,Balance Inquiry,0:02:12,0
SES0132066,ACC205402843,205402843,4/2/2022,Web,Balance Inquiry,0:13:54,0
SES0101908,ACC205404573,205404573,4/2/2022,iOS,Balance Inquiry,0:02:03,0
SES0110357,ACC205401607,205401607,4/2/2022,Android,Fund Transfer,0:08:02,1
SES0126427,ACC205401519,205401519,4/2/2022,Android,Balance Inquiry,0:06:43,0
SES0125270,ACC205402339,205402339,4/2/2022,Android,Balance Inquiry,0:03:01,0
SES0112088,ACC205404947,205404947,4/2/2022,Web,Balance Inquiry,0:04:33,0
SES0125129,ACC205401572,205401572,4/2/2022,Web,Balance Inquiry,0:01:15,0
SES0125755,ACC205404599,205404599,4/2/2022,iOS,Balance Inquiry,0:12:07,0
SES0142910,ACC205403908,205403908,4/2/2022,Web,Balance Inquiry,0:02:23,0
SES0114031,ACC205402749,205402749,4/2/2022,Android,Balance Inquiry,0:14:31,0
SES0113600,ACC205402342,205402342,4/2/2022,Android,Balance Inquiry,0:10:08,0
SES0125549,ACC205400853,205400853,4/2/2022,Web,Balance Inquiry,0:15:00,0
SES0117582,ACC205400659,205400659,4/2/2022,Android,Balance Inquiry,0:14:39,0
SES0117506,ACC205403849,205403849,4/2/2022,Android,Balance Inquiry,0:11:45,0
SES0114628,ACC205403841,205403841,4/2/2022,Android,Balance Inquiry,0:11:26,0
SES0118826,ACC205400737,205400737,4/2/2022,iOS,Balance Inquiry,0:06:48,0
SES0146678,ACC205404573,205404573,4/2/2022,Android,Bill Payment,0:11:41,1
SES0131608,ACC205403014,205403014,4/2/2022,Android,Bill Payment,0:04:46,1
SES0115691,ACC205402746,205402746,4/2/2022,Android,Fund Transfer,0:02:33,1
SES0130975,ACC205401765,205401765,4/2/2022,Android,Fund Transfer,0:04:57,1
SES0114158,ACC205401945,205401945,4/2/2022,Android,Balance Inquiry,0:03:58,0
SES0133280,ACC205404521,205404521,4/2/2022,iOS,Balance Inquiry,0:06:18,0
SES0134169,ACC205401707,205401707,4/2/2022,Android,Fund Transfer,0:02:13,1
SES0105685,ACC205404544,205404544,4/2/2022,Web,Balance Inquiry,0:11:29,0
SES0103386,ACC205404872,205404872,4/2/2022,Android,Bill Payment,0:12:15,1
SES0111011,ACC205404537,205404537,4/2/2022,Android,Bill Payment,0:14:56,2
SES0120956,ACC205404102,205404102,4/2/2022,Web,Bill Payment,0:07:11,3
SES0119731,ACC205404463,205404463,4/2/2022,Android,Bill Payment,0:12:46,1
SES0113921,ACC205400189,205400189,4/2/2022,Android,Balance Inquiry,0:02:19,0
SES0146595,ACC205404200,205404200,4/2/2022,Android,Balance Inquiry,0:06:19,0
SES0146706,ACC205401772,205401772,4/2/2022,Android,Bill Payment,0:05:49,1
SES0139355,ACC205404928,205404928,4/2/2022,Web,Balance Inquiry,0:11:47,0
SES0116048,ACC205400687,205400687,4/2/2022,iOS,Bill Payment,0:10:38,1
SES0143174,ACC205404705,205404705,4/2/2022,Android,Balance Inquiry,0:06:17,0
SES0121767,ACC205401060,205401060,4/2/2022,Android,Balance Inquiry,0:08:37,0
SES0110836,ACC205404947,205404947,4/2/2022,Android,Bill Payment,0:04:28,1
SES0126042,ACC205404867,205404867,4/2/2022,Web,Fund Transfer,0:05:16,2
SES0139323,ACC205404532,205404532,4/2/2022,Android,Balance Inquiry,0:14:52,0
SES0108862,ACC205404837,205404837,4/2/2022,Android,Bill Payment,0:05:27,2
SES0102895,ACC205402834,205402834,4/2/2022,Android,Bill Payment,0:01:25,1
SES0124189,ACC205404587,205404587,4/2/2022,Web,Balance Inquiry,0:14:53,0
SES0148458,ACC205404731,205404731,4/2/2022,Web,Balance Inquiry,0:03:04,0
SES0140025,ACC205404554,205404554,4/2/2022,Android,Bill Payment,0:03:43,5
SES0116089,ACC205404753,205404753,4/3/2022,Web,Fund Transfer,0:14:58,1
SES0125649,ACC205404463,205404463,4/3/2022,Android,Bill Payment,0:08:58,1
SES0115933,ACC205404630,205404630,4/3/2022,Web,Balance Inquiry,0:02:20,0
SES0148623,ACC205403175,205403175,4/3/2022,iOS,Fund Transfer,0:11:22,1
SES0123048,ACC205404571,205404571,4/3/2022,Android,Fund Transfer,0:11:21,1
SES0143384,ACC205403887,205403887,4/3/2022,Android,Fund Transfer,0:07:48,3
SES0102172,ACC205400300,205400300,4/3/2022,Android,Balance Inquiry,0:02:50,0
SES0116566,ACC205400064,205400064,4/3/2022,Web,Fund Transfer,0:01:50,4
SES0147555,ACC205404866,205404866,4/3/2022,Android,Bill Payment,0:02:38,2
SES0112645,ACC205400090,205400090,4/3/2022,Android,Fund Transfer,0:01:10,1
SES0104933,ACC205404176,205404176,4/3/2022,Android,Balance Inquiry,0:13:02,0
