Account_ID,Customer_ID,Account_Type,Account_Status,Open_Date,Close_Date
ACC205400971,205400971,Savings,Active,10/6/2021,
ACC205400972,205400972,Current,Active,5/22/2018,
ACC205400973,205400973,Savings,Active,2/9/2020,
ACC205400974,205400974,Current,Active,8/27/2021,
ACC205400975,205400975,Current,Active,8/18/2018,
ACC205400976,205400976,Savings,Active,9/10/2019,
ACC205400977,205400977,Current,Active,6/28/2020,
ACC205400978,205400978,Current,Active,7/8/2020,
ACC205400979,205400979,Current,Active,3/29/2021,
ACC205400980,205400980,Savings,Active,5/27/2018,
ACC205400981,205400981,Current,Active,5/16/2021,
ACC205400982,205400982,Current,Active,8/16/2018,
ACC205400983,205400983,Current,Active,5/31/2023,
ACC205400984,205400984,Current,Active,12/18/2019,
ACC205400985,205400985,Current,Active,8/13/2023,
ACC205400986,205400986,Savings,Active,3/29/2019,
ACC205400987,205400987,Savings,Active,6/3/2022,
ACC205400988,205400988,Savings,Active,10/12/2021,
ACC205400989,205400989,Current,Active,6/10/2023,
ACC205400990,205400990,Current,Active,12/4/2018,
ACC205400991,205400991,Savings,Active,10/13/2020,
ACC205400992,205400992,Savings,Active,4/1/2019,
ACC205400993,205400993,Savings,Active,1/6/2022,
ACC205400994,205400994,Savings,Active,6/25/2020,
ACC205400995,205400995,Current,Active,3/10/2019,
ACC205400996,205400996,Savings,Active,2/2/2019,
ACC205400997,205400997,Savings,Active,11/9/2021,
ACC205400998,205400998,Current,Active,9/12/2019,
ACC205400999,205400999,Current,Active,8/17/2019,
ACC205401000,205401000,Savings,Active,3/16/2020,
ACC205401001,205401001,Savings,Active,7/14/2018,
ACC205401002,205401002,Current,Active,9/17/2019,
ACC205401003,205401003,Current,Active,3/19/2020,
ACC205401004,205401004,Savings,Active,6/5/2022,
ACC205401005,205401005,Savings,Active,11/12/2022,
ACC205401006,205401006,Current,Active,12/19/2022,
ACC205401007,205401007,Savings,Active,8/2/2019,
ACC205401008,205401008,Savings,Active,7/9/2021,
ACC205401009,205401009,Current,Active,11/14/2022,
ACC205401010,205401010,Current,Active,2/25/2018,
ACC205401011,205401011,Savings,Active,8/8/2021,
ACC205401012,205401012,Savings,Active,10/27/2023,
ACC205401013,205401013,Savings,Active,11/22/2019,
ACC205401014,205401014,Savings,Active,7/16/2020,
ACC205401015,205401015,Current,Active,10/4/2021,
ACC205401016,205401016,Current,Active,11/26/2021,
ACC205401017,205401017,Current,Active,8/31/2019,
ACC205401018,205401018,Current,Active,11/29/2018,
ACC205401019,205401019,Savings,Active,8/31/2018,
ACC205401020,205401020,Savings,Active,10/20/2023,
ACC205401021,205401021,Savings,Active,9/13/2023,
ACC205401022,205401022,Current,Active,11/12/2021,
ACC205401023,205401023,Current,Active,7/12/2020,
ACC205401024,205401024,Savings,Active,11/21/2018,
ACC205401025,205401025,Savings,Active,1/18/2020,
ACC205401026,205401026,Current,Active,10/12/2022,
ACC205401027,205401027,Savings,Active,1/27/2022,
ACC205401028,205401028,Current,Active,2/20/2019,
ACC205401029,205401029,Current,Active,5/7/2021,
ACC205401030,205401030,Current,Active,7/29/2019,
ACC205401031,205401031,Current,Active,7/14/2023,
ACC205401032,205401032,Savings,Active,3/9/2021,
ACC205401033,205401033,Savings,Active,4/23/2018,
ACC205401034,205401034,Current,Active,1/25/2019,
ACC205401035,205401035,Current,Active,9/22/2020,
ACC205401036,205401036,Current,Active,4/16/2019,
ACC205401037,205401037,Current,Active,12/2/2018,
ACC205401038,205401038,Savings,Active,7/23/2022,
ACC205401039,205401039,Current,Active,7/8/2022,
ACC205401040,205401040,Savings,Active,3/18/2022,
ACC205401041,205401041,Savings,Active,10/9/2018,
ACC205401042,205401042,Savings,Active,10/28/2022,
ACC205401043,205401043,Current,Active,1/31/2021,
ACC205401044,205401044,Current,Active,5/13/2022,
ACC205401045,205401045,Savings,Active,1/26/2022,
ACC205401046,205401046,Savings,Active,3/13/2022,
ACC205401047,205401047,Current,Active,3/27/2019,
ACC205401048,205401048,Savings,Active,6/30/2023,
ACC205401049,205401049,Savings,Active,8/24/2018,
ACC205401050,205401050,Savings,Active,1/3/2020,
ACC205401051,205401051,Current,Active,11/17/2020,
ACC205401052,205401052,Current,Active,9/20/2023,
ACC205401053,205401053,Current,Active,2/27/2023,
ACC205401054,205401054,Savings,Active,2/5/2022,
ACC205401055,205401055,Current,Active,4/9/2020,
ACC205401056,205401056,Savings,Active,2/19/2023,
ACC205401057,205401057,Savings,Active,1/15/2023,
ACC205401058,205401058,Savings,Active,9/4/2023,
ACC205401059,205401059,Savings,Active,9/23/2022,
ACC205401060,205401060,Savings,Active,7/20/2018,
ACC205401061,205401061,Current,Active,10/10/2022,
ACC205401062,205401062,Current,Active,5/18/2023,
ACC205401063,205401063,Current,Active,12/9/2020,
ACC205401064,205401064,Current,Active,12/7/2019,
ACC205401065,205401065,Current,Active,11/5/2019,
ACC205401066,205401066,Savings,Active,11/21/2018,
ACC205401067,205401067,Current,Active,2/28/2021,
ACC205401068,205401068,Savings,Active,4/8/2018,
ACC205401069,205401069,Savings,Active,2/7/2023,
ACC205401070,205401070,Savings,Active,6/3/2022,
ACC205401071,205401071,Savings,Active,9/17/2019,
ACC205401072,205401072,Current,Active,9/1/2021,
ACC205401073,205401073,Savings,Active,12/5/2021,
ACC205401074,205401074,Current,Active,6/29/2022,
ACC205401075,205401075,Savings,Active,1/16/2023,
ACC205401076,205401076,Savings,Active,11/7/2019,
ACC205401077,205401077,Current,Active,2/12/2021,
ACC205401078,205401078,Current,Active,11/30/2023,
ACC205401079,205401079,Savings,Active,8/13/2023,
ACC205401080,205401080,Current,Active,2/7/2022,
ACC205401081,205401081,Savings,Active,5/20/2022,
ACC205401082,205401082,Savings,Active,11/21/2018,
ACC205401083,205401083,Savings,Active,6/28/2023,
ACC205401084,205401084,Current,Active,10/3/2019,
ACC205401085,205401085,Savings,Active,10/22/2023,
ACC205401086,205401086,Savings,Active,6/22/2019,
ACC205401087,205401087,Savings,Active,1/25/2022,
ACC205401088,205401088,Savings,Active,7/24/2022,
ACC205401089,205401089,Current,Active,9/15/2020,
ACC205401090,205401090,Current,Active,6/21/2022,
ACC205401091,205401091,Current,Active,12/4/2022,
ACC205401092,205401092,Savings,Active,2/9/2018,
ACC205401093,205401093,Savings,Active,11/29/2018,
ACC205401094,205401094,Current,Active,6/20/2022,
ACC205401095,205401095,Current,Active,9/10/2020,
ACC205401096,205401096,Current,Active,5/21/2023,
ACC205401097,205401097,Savings,Active,7/8/2023,
ACC205401098,205401098,Savings,Active,2/15/2018,
ACC205401099,205401099,Savings,Active,2/15/2019,
ACC205401100,205401100,Savings,Active,10/19/2023,
ACC205401101,205401101,Current,Active,12/12/2018,
ACC205401102,205401102,Current,Active,1/26/2022,
ACC205401103,205401103,Savings,Active,1/31/2019,
ACC205401104,205401104,Current,Active,3/19/2022,
ACC205401105,205401105,Current,Active,4/9/2021,
ACC205401106,205401106,Current,Active,10/26/2019,
ACC205401107,205401107,Savings,Active,12/28/2018,
ACC205401108,205401108,Savings,Active,4/3/2021,
ACC205401109,205401109,Savings,Active,8/30/2019,
ACC205401110,205401110,Savings,Active,8/31/2018,
ACC205401111,205401111,Current,Active,8/30/2018,
ACC205401112,205401112,Current,Active,11/3/2018,
ACC205401113,205401113,Savings,Active,3/26/2018,
ACC205401114,205401114,Current,Active,7/11/2020,
ACC205401115,205401115,Savings,Active,9/13/2022,
ACC205401116,205401116,Current,Active,3/18/2019,
ACC205401117,205401117,Current,Active,4/25/2022,
ACC205401118,205401118,Current,Active,10/12/2021,
ACC205401119,205401119,Current,Active,11/23/2022,
ACC205401120,205401120,Savings,Active,9/16/2022,
ACC205401121,205401121,Savings,Active,1/31/2022,
ACC205401122,205401122,Savings,Active,12/20/2020,
ACC205401123,205401123,Current,Active,2/3/2020,
ACC205401124,205401124,Savings,Active,9/22/2019,
ACC205401125,205401125,Savings,Active,5/9/2018,
ACC205401126,205401126,Current,Active,10/28/2020,
ACC205401127,205401127,Current,Active,12/2/2023,
ACC205401128,205401128,Current,Active,8/13/2021,
ACC205401129,205401129,Current,Active,3/28/2022,
ACC205401130,205401130,Savings,Active,5/27/2023,
ACC205401131,205401131,Savings,Active,11/27/2023,
ACC205401132,205401132,Current,Active,4/22/2020,
ACC205401133,205401133,Savings,Active,7/17/2018,
ACC205401134,205401134,Current,Active,1/18/2020,
ACC205401135,205401135,Current,Active,8/18/2018,
ACC205401136,205401136,Current,Active,7/14/2018,
ACC205401137,205401137,Savings,Active,3/24/2022,
ACC205401138,205401138,Current,Active,10/29/2019,
ACC205401139,205401139,Current,Active,5/1/2022,
ACC205401140,205401140,Current,Active,1/20/2018,
ACC205401141,205401141,Savings,Active,6/5/2020,
ACC205401142,205401142,Current,Active,2/19/2020,
ACC205401143,205401143,Current,Active,11/4/2019,
ACC205401144,205401144,Current,Active,2/3/2021,
ACC205401145,205401145,Savings,Active,10/5/2020,
ACC205401146,205401146,Current,Active,4/18/2019,
ACC205401147,205401147,Current,Active,4/26/2021,
ACC205401148,205401148,Savings,Active,5/30/2021,
ACC205401149,205401149,Savings,Active,11/5/2023,
ACC205401150,205401150,Current,Active,7/28/2021,
ACC205401151,205401151,Current,Active,2/27/2020,
ACC205401152,205401152,Savings,Active,8/3/2019,
ACC205401153,205401153,Current,Active,8/25/2021,
ACC205401154,205401154,Savings,Active,11/24/2023,
ACC205401155,205401155,Savings,Active,1/25/2018,
ACC205401156,205401156,Current,Active,2/22/2022,
ACC205401157,205401157,Savings,Active,1/27/2023,
ACC205401158,205401158,Savings,Active,6/22/2020,
ACC205401159,205401159,Current,Active,3/25/2023,
ACC205401160,205401160,Current,Active,4/13/2022,
ACC205401161,205401161,Current,Active,10/3/2019,
ACC205401162,205401162,Current,Active,4/11/2022,
ACC205401163,205401163,Current,Active,12/31/2018,
ACC205401164,205401164,Current,Active,1/11/2021,
ACC205401165,205401165,Savings,Active,5/7/2020,
ACC205401166,205401166,Current,Active,3/24/2022,
ACC205401167,205401167,Savings,Active,10/16/2020,
ACC205401168,205401168,Savings,Active,8/15/2021,
ACC205401169,205401169,Current,Active,6/21/2022,
ACC205401170,205401170,Current,Active,2/1/2022,
ACC205401171,205401171,Savings,Active,8/19/2018,
ACC205401172,205401172,Savings,Active,1/8/2023,
ACC205401173,205401173,Current,Active,3/19/2023,
ACC205401174,205401174,Savings,Active,4/16/2018,
ACC205401175,205401175,Savings,Active,7/10/2022,
ACC205401176,205401176,Savings,Active,2/10/2020,
ACC205401177,205401177,Current,Active,12/12/2022,
ACC205401178,205401178,Current,Active,9/3/2022,
ACC205401179,205401179,Current,Active,5/5/2019,
ACC205401180,205401180,Savings,Active,1/13/2021,
ACC205401181,205401181,Current,Active,7/4/2023,
ACC205401182,205401182,Savings,Active,12/26/2021,
ACC205401183,205401183,Savings,Active,5/21/2019,
ACC205401184,205401184,Savings,Active,9/20/2022,
ACC205401185,205401185,Current,Active,7/17/2022,
ACC205401186,205401186,Current,Active,2/5/2022,
ACC205401187,205401187,Savings,Active,1/11/2018,
ACC205401188,205401188,Savings,Active,4/25/2021,
ACC205401189,205401189,Current,Active,10/19/2018,
ACC205401190,205401190,Savings,Active,3/16/2019,
ACC205401191,205401191,Savings,Active,4/19/2018,
ACC205401192,205401192,Savings,Active,3/24/2020,
ACC205401193,205401193,Current,Active,3/22/2022,
ACC205401194,205401194,Savings,Active,10/31/2021,
ACC205401195,205401195,Current,Active,7/19/2023,
ACC205401196,205401196,Current,Active,11/25/2023,
ACC205401197,205401197,Savings,Active,9/8/2023,
ACC205401198,205401198,Current,Active,7/29/2020,
ACC205401199,205401199,Current,Active,8/17/2021,
ACC205401200,205401200,Savings,Active,2/20/2021,
ACC205401201,205401201,Current,Active,12/30/2018,
ACC205401202,205401202,Savings,Active,12/27/2021,
ACC205401203,205401203,Current,Active,8/25/2019,
ACC205401204,205401204,Savings,Active,12/30/2020,
ACC205401205,205401205,Current,Active,9/9/2019,
ACC205401206,205401206,Current,Active,3/20/2019,
ACC205401207,205401207,Current,Active,5/13/2020,
ACC205401208,205401208,Savings,Active,8/20/2019,
ACC205401209,205401209,Savings,Active,5/9/2019,
ACC205401210,205401210,Savings,Active,6/26/2020,
ACC205401211,205401211,Savings,Active,6/14/2022,
ACC205401212,205401212,Savings,Active,9/23/2019,
ACC205401213,205401213,Savings,Active,2/13/2019,
ACC205401214,205401214,Current,Active,9/14/2021,
ACC205401215,205401215,Savings,Active,2/23/2022,
ACC205401216,205401216,Savings,Active,5/27/2023,
ACC205401217,205401217,Current,Active,7/25/2021,
ACC205401218,205401218,Current,Active,3/23/2021,
ACC205401219,205401219,Current,Active,10/26/2022,
ACC205401220,205401220,Current,Active,8/22/2022,
ACC205401221,205401221,Savings,Active,3/3/2019,
ACC205401222,205401222,Savings,Active,6/14/2023,
ACC205401223,205401223,Savings,Active,4/27/2022,
ACC205401224,205401224,Savings,Active,10/30/2023,
ACC205401225,205401225,Savings,Active,1/7/2018,
ACC205401226,205401226,Savings,Active,8/23/2018,
ACC205401227,205401227,Savings,Active,11/10/2019,
ACC205401228,205401228,Current,Active,11/21/2023,
ACC205401229,205401229,Savings,Active,7/5/2022,
ACC205401230,205401230,Savings,Active,4/30/2022,
ACC205401231,205401231,Current,Active,1/6/2020,
ACC205401232,205401232,Current,Active,4/14/2018,
ACC205401233,205401233,Current,Active,7/8/2022,
ACC205401234,205401234,Savings,Active,10/7/2022,
ACC205401235,205401235,Current,Active,12/19/2019,
ACC205401236,205401236,Savings,Active,1/14/2021,
ACC205401237,205401237,Savings,Active,8/7/2018,
ACC205401238,205401238,Savings,Active,9/24/2020,
ACC205401239,205401239,Current,Active,5/27/2023,
ACC205401240,205401240,Current,Active,9/25/2021,
ACC205401241,205401241,Savings,Active,9/3/2021,
ACC205401242,205401242,Current,Active,8/16/2021,
ACC205401243,205401243,Savings,Active,9/26/2021,
ACC205401244,205401244,Current,Active,5/12/2022,
ACC205401245,205401245,Current,Active,7/15/2019,
ACC205401246,205401246,Current,Active,1/9/2023,
ACC205401247,205401247,Savings,Active,4/12/2023,
ACC205401248,205401248,Savings,Active,12/5/2020,
ACC205401249,205401249,Current,Active,8/21/2021,
ACC205401250,205401250,Savings,Active,5/7/2021,
ACC205401251,205401251,Savings,Active,6/30/2020,
ACC205401252,205401252,Savings,Active,6/4/2023,
ACC205401253,205401253,Savings,Active,9/18/2020,
ACC205401254,205401254,Current,Active,1/9/2018,
ACC205401255,205401255,Current,Active,9/25/2020,
ACC205401256,205401256,Savings,Active,12/22/2018,
ACC205401257,205401257,Savings,Active,11/26/2018,
ACC205401258,205401258,Current,Active,7/19/2018,
ACC205401259,205401259,Savings,Active,11/17/2022,
ACC205401260,205401260,Savings,Active,5/6/2019,
ACC205401261,205401261,Current,Active,12/19/2022,
ACC205401262,205401262,Savings,Active,10/31/2019,
ACC205401263,205401263,Savings,Active,10/16/2022,
ACC205401264,205401264,Current,Active,5/10/2020,
ACC205401265,205401265,Current,Active,2/11/2020,
ACC205401266,205401266,Current,Active,1/9/2021,
ACC205401267,205401267,Current,Active,6/6/2019,
ACC205401268,205401268,Savings,Active,11/17/2019,
ACC205401269,205401269,Current,Active,8/16/2020,
ACC205401270,205401270,Savings,Active,9/28/2018,
ACC205401271,205401271,Current,Active,4/11/2019,
ACC205401272,205401272,Current,Active,5/6/2019,
ACC205401273,205401273,Current,Active,8/12/2023,
ACC205401274,205401274,Savings,Active,6/30/2019,
ACC205401275,205401275,Savings,Active,9/23/2023,
ACC205401276,205401276,Savings,Active,2/21/2021,
ACC205401277,205401277,Savings,Active,10/7/2018,
ACC205401278,205401278,Current,Active,1/19/2018,
ACC205401279,205401279,Savings,Active,7/12/2021,
ACC205401280,205401280,Savings,Active,6/5/2021,
ACC205401281,205401281,Current,Active,4/3/2018,
ACC205401282,205401282,Current,Active,8/19/2018,
ACC205401283,205401283,Current,Active,7/17/2021,
ACC205401284,205401284,Current,Active,12/31/2021,
ACC205401285,205401285,Current,Active,9/15/2022,
ACC205401286,205401286,Savings,Active,3/25/2021,
ACC205401287,205401287,Savings,Active,11/25/2021,
ACC205401288,205401288,Current,Active,2/6/2023,
ACC205401289,205401289,Current,Active,11/1/2023,
ACC205401290,205401290,Savings,Active,9/7/2022,
ACC205401291,205401291,Current,Active,4/9/2021,
ACC205401292,205401292,Current,Active,1/8/2023,
ACC205401293,205401293,Current,Active,5/15/2019,
ACC205401294,205401294,Savings,Active,6/17/2020,
ACC205401295,205401295,Savings,Active,7/22/2021,
ACC205401296,205401296,Current,Active,1/1/2021,
ACC205401297,205401297,Current,Active,8/7/2020,
ACC205401298,205401298,Savings,Active,7/4/2020,
ACC205401299,205401299,Savings,Active,3/28/2022,
ACC205401300,205401300,Savings,Active,4/2/2022,
ACC205401301,205401301,Savings,Active,1/11/2023,
ACC205401302,205401302,Savings,Active,12/29/2023,
ACC205401303,205401303,Savings,Active,12/25/2022,
ACC205401304,205401304,Current,Active,12/3/2019,
ACC205401305,205401305,Current,Active,6/5/2022,
ACC205401306,205401306,Current,Active,3/29/2018,
ACC205401307,205401307,Savings,Active,5/31/2022,
ACC205401308,205401308,Savings,Active,11/7/2019,
ACC205401309,205401309,Savings,Active,5/25/2019,
ACC205401310,205401310,Savings,Active,7/8/2023,
ACC205401311,205401311,Savings,Active,4/14/2019,
ACC205401312,205401312,Savings,Active,11/23/2019,
ACC205401313,205401313,Current,Active,3/29/2021,
ACC205401314,205401314,Current,Active,7/27/2020,
ACC205401315,205401315,Current,Active,11/2/2019,
ACC205401316,205401316,Current,Active,3/5/2018,
ACC205401317,205401317,Current,Active,4/2/2019,
ACC205401318,205401318,Savings,Active,2/10/2021,
ACC205401319,205401319,Savings,Active,1/23/2022,
ACC205401320,205401320,Current,Active,9/24/2022,
ACC205401321,205401321,Savings,Active,2/19/2018,
ACC205401322,205401322,Current,Active,7/11/2019,
ACC205401323,205401323,Current,Active,6/2/2020,
ACC205401324,205401324,Savings,Active,7/27/2018,
ACC205401325,205401325,Savings,Active,12/17/2018,
ACC205401326,205401326,Savings,Active,5/30/2021,
ACC205401327,205401327,Savings,Active,12/21/2019,
ACC205401328,205401328,Current,Active,11/3/2020,
ACC205401329,205401329,Current,Active,11/8/2020,
ACC205401330,205401330,Savings,Active,6/6/2020,
ACC205401331,205401331,Savings,Active,9/5/2023,
ACC205401332,205401332,Savings,Active,12/26/2023,
ACC205401333,205401333,Current,Active,12/1/2019,
ACC205401334,205401334,Savings,Active,11/16/2022,
ACC205401335,205401335,Savings,Active,10/20/2020,
ACC205401336,205401336,Current,Active,2/23/2019,
ACC205401337,205401337,Savings,Active,8/31/2018,
ACC205401338,205401338,Savings,Active,3/26/2022,
ACC205401339,205401339,Savings,Active,4/17/2019,
ACC205401340,205401340,Savings,Active,5/1/2021,
ACC205401341,205401341,Savings,Active,2/15/2023,
ACC205401342,205401342,Current,Active,10/17/2019,
ACC205401343,205401343,Savings,Active,6/24/2019,
ACC205401344,205401344,Current,Active,3/24/2021,
ACC205401345,205401345,Current,Active,10/12/2018,
ACC205401346,205401346,Current,Active,12/23/2020,
ACC205401347,205401347,Savings,Active,5/13/2021,
ACC205401348,205401348,Current,Active,10/26/2018,
ACC205401349,205401349,Savings,Active,10/21/2022,
ACC205401350,205401350,Current,Active,4/19/2021,
ACC205401351,205401351,Current,Active,4/4/2023,
ACC205401352,205401352,Savings,Active,4/26/2023,
ACC205401353,205401353,Current,Active,9/13/2023,
ACC205401354,205401354,Current,Active,7/23/2018,
ACC205401355,205401355,Savings,Active,6/28/2023,
ACC205401356,205401356,Current,Active,6/19/2018,
ACC205401357,205401357,Savings,Active,9/30/2021,
ACC205401358,205401358,Savings,Active,11/7/2019,
ACC205401359,205401359,Current,Active,8/7/2019,
ACC205401360,205401360,Savings,Active,8/25/2023,
ACC205401361,205401361,Current,Active,9/15/2020,
ACC205401362,205401362,Savings,Active,2/21/2019,
ACC205401363,205401363,Current,Active,7/11/2018,
ACC205401364,205401364,Current,Active,5/13/2023,
ACC205401365,205401365,Savings,Active,1/24/2019,
ACC205401366,205401366,Savings,Active,10/31/2020,
ACC205401367,205401367,Savings,Active,1/5/2020,
ACC205401368,205401368,Savings,Active,4/5/2022,
ACC205401369,205401369,Savings,Active,8/16/2019,
ACC205401370,205401370,Savings,Active,12/8/2020,
ACC205401371,205401371,Current,Active,7/1/2021,
ACC205401372,205401372,Savings,Active,7/31/2023,
ACC205401373,205401373,Savings,Active,12/23/2020,
ACC205401374,205401374,Savings,Active,9/27/2018,
ACC205401375,205401375,Savings,Active,2/17/2020,
ACC205401376,205401376,Current,Active,12/3/2023,
ACC205401377,205401377,Current,Active,8/13/2021,
ACC205401378,205401378,Current,Active,12/11/2021,
ACC205401379,205401379,Savings,Active,8/26/2022,
ACC205401380,205401380,Savings,Active,8/19/2023,
ACC205401381,205401381,Savings,Active,12/21/2023,
ACC205401382,205401382,Current,Active,7/10/2022,
ACC205401383,205401383,Current,Active,12/19/2021,
ACC205401384,205401384,Current,Active,7/12/2018,
ACC205401385,205401385,Savings,Active,1/9/2020,
ACC205401386,205401386,Current,Active,11/5/2018,
ACC205401387,205401387,Savings,Active,9/15/2022,
ACC205401388,205401388,Savings,Active,10/6/2023,
ACC205401389,205401389,Savings,Active,6/19/2022,
ACC205401390,205401390,Savings,Active,3/2/2020,
ACC205401391,205401391,Savings,Active,4/8/2022,
ACC205401392,205401392,Savings,Active,8/31/2020,
ACC205401393,205401393,Current,Active,9/17/2020,
ACC205401394,205401394,Current,Active,12/11/2018,
ACC205401395,205401395,Current,Active,8/31/2018,
ACC205401396,205401396,Current,Active,11/19/2022,
ACC205401397,205401397,Savings,Active,3/17/2023,
ACC205401398,205401398,Savings,Active,7/3/2019,
ACC205401399,205401399,Savings,Active,11/28/2019,
ACC205401400,205401400,Current,Active,11/10/2023,
ACC205401401,205401401,Savings,Active,3/18/2023,
ACC205401402,205401402,Savings,Active,7/23/2019,
ACC205401403,205401403,Current,Active,6/18/2021,
ACC205401404,205401404,Current,Active,7/12/2020,
ACC205401405,205401405,Savings,Active,12/15/2019,
ACC205401406,205401406,Current,Active,9/17/2020,
ACC205401407,205401407,Current,Active,4/10/2018,
ACC205401408,205401408,Savings,Active,11/16/2021,
ACC205401409,205401409,Current,Active,1/22/2023,
ACC205401410,205401410,Current,Active,12/11/2020,
ACC205401411,205401411,Current,Active,12/5/2018,
ACC205401412,205401412,Savings,Active,12/2/2019,
ACC205401413,205401413,Savings,Active,5/21/2020,
ACC205401414,205401414,Savings,Active,9/12/2022,
ACC205401415,205401415,Current,Active,3/28/2018,
ACC205401416,205401416,Current,Active,10/23/2023,
ACC205401417,205401417,Savings,Active,6/18/2022,
ACC205401418,205401418,Savings,Active,12/10/2020,
ACC205401419,205401419,Savings,Active,7/23/2018,
ACC205401420,205401420,Current,Active,8/9/2021,
ACC205401421,205401421,Savings,Active,8/10/2020,
ACC205401422,205401422,Savings,Active,9/26/2023,
ACC205401423,205401423,Savings,Active,3/27/2019,
ACC205401424,205401424,Current,Active,12/8/2018,
ACC205401425,205401425,Current,Active,7/1/2022,
ACC205401426,205401426,Current,Active,10/17/2023,
ACC205401427,205401427,Savings,Active,6/17/2019,
ACC205401428,205401428,Current,Active,5/30/2022,
ACC205401429,205401429,Current,Active,7/15/2019,
ACC205401430,205401430,Current,Active,2/17/2023,
ACC205401431,205401431,Current,Active,7/9/2019,
ACC205401432,205401432,Current,Active,1/4/2022,
ACC205401433,205401433,Savings,Active,11/20/2019,
ACC205401434,205401434,Savings,Active,4/1/2022,
ACC205401435,205401435,Current,Active,12/2/2020,
ACC205401436,205401436,Savings,Active,4/4/2022,
ACC205401437,205401437,Savings,Active,7/11/2022,
ACC205401438,205401438,Savings,Active,1/23/2021,
ACC205401439,205401439,Savings,Active,10/13/2018,
ACC205401440,205401440,Current,Active,4/22/2023,
ACC205401441,205401441,Savings,Active,8/17/2022,
ACC205401442,205401442,Savings,Active,11/30/2021,
ACC205401443,205401443,Savings,Active,8/16/2022,
ACC205401444,205401444,Savings,Active,6/8/2022,
ACC205401445,205401445,Current,Active,11/12/2021,
ACC205401446,205401446,Savings,Active,8/24/2019,
ACC205401447,205401447,Current,Active,10/2/2018,
ACC205401448,205401448,Savings,Active,7/19/2022,
ACC205401449,205401449,Current,Active,9/11/2020,
ACC205401450,205401450,Savings,Active,8/31/2020,
ACC205401451,205401451,Current,Active,4/15/2021,
ACC205401452,205401452,Current,Active,1/9/2018,
ACC205401453,205401453,Savings,Active,5/8/2021,
ACC205401454,205401454,Savings,Active,10/25/2021,
ACC205401455,205401455,Current,Active,11/17/2018,
ACC205401456,205401456,Savings,Active,6/13/2023,
ACC205401457,205401457,Current,Active,12/18/2022,
ACC205401458,205401458,Savings,Active,2/10/2020,
ACC205401459,205401459,Savings,Active,12/12/2023,
ACC205401460,205401460,Savings,Active,9/4/2018,
ACC205401461,205401461,Savings,Active,2/20/2021,
ACC205401462,205401462,Current,Active,4/9/2022,
ACC205401463,205401463,Savings,Active,4/10/2021,
ACC205401464,205401464,Savings,Active,3/5/2023,
ACC205401465,205401465,Savings,Active,9/16/2020,
ACC205401466,205401466,Savings,Active,4/21/2023,
ACC205401467,205401467,Savings,Active,4/6/2021,
ACC205401468,205401468,Current,Active,4/25/2018,
ACC205401469,205401469,Current,Active,6/2/2023,
ACC205401470,205401470,Savings,Active,2/11/2021,
ACC205401471,205401471,Current,Active,12/28/2022,
ACC205401472,205401472,Current,Active,9/6/2022,
ACC205401473,205401473,Savings,Active,7/16/2022,
ACC205401474,205401474,Current,Active,1/30/2020,
ACC205401475,205401475,Current,Active,8/30/2022,
ACC205401476,205401476,Savings,Active,2/5/2020,
ACC205401477,205401477,Current,Active,12/21/2019,
ACC205401478,205401478,Savings,Active,8/22/2019,
ACC205401479,205401479,Savings,Active,7/1/2021,
ACC205401480,205401480,Savings,Active,1/24/2019,
ACC205401481,205401481,Current,Active,9/1/2022,
ACC205401482,205401482,Current,Active,8/23/2023,
ACC205401483,205401483,Current,Active,7/1/2021,
ACC205401484,205401484,Savings,Active,2/13/2023,
ACC205401485,205401485,Current,Active,6/5/2023,
ACC205401486,205401486,Savings,Active,11/16/2019,
ACC205401487,205401487,Current,Active,8/3/2020,
ACC205401488,205401488,Savings,Active,1/31/2022,
ACC205401489,205401489,Current,Active,9/13/2023,
ACC205401490,205401490,Savings,Active,2/9/2022,
ACC205401491,205401491,Current,Active,8/30/2019,
ACC205401492,205401492,Savings,Active,3/24/2018,
ACC205401493,205401493,Current,Active,6/23/2018,
ACC205401494,205401494,Current,Active,5/18/2023,
ACC205401495,205401495,Current,Active,7/16/2022,
ACC205401496,205401496,Savings,Active,1/8/2018,
ACC205401497,205401497,Savings,Active,8/8/2020,
ACC205401498,205401498,Savings,Active,5/25/2019,
ACC205401499,205401499,Current,Active,3/21/2021,
ACC205401500,205401500,Current,Active,7/27/2019,
ACC205401501,205401501,Savings,Active,10/23/2018,
ACC205401502,205401502,Current,Active,2/9/2019,
ACC205401503,205401503,Current,Active,12/12/2019,
ACC205401504,205401504,Current,Active,11/2/2023,
ACC205401505,205401505,Current,Active,9/13/2019,
ACC205401506,205401506,Current,Active,2/26/2018,
ACC205401507,205401507,Savings,Active,6/5/2019,
ACC205401508,205401508,Savings,Active,12/30/2018,
ACC205401509,205401509,Current,Active,8/1/2023,
ACC205401510,205401510,Current,Active,1/5/2018,
ACC205401511,205401511,Current,Active,2/18/2021,
ACC205401512,205401512,Current,Active,1/4/2021,
ACC205401513,205401513,Savings,Active,8/25/2021,
ACC205401514,205401514,Current,Active,7/22/2018,
ACC205401515,205401515,Savings,Active,6/18/2022,
ACC205401516,205401516,Savings,Active,8/24/2022,
ACC205401517,205401517,Savings,Active,5/3/2021,
